,Feature1,Feature2,Correlation_x,Correlation_y,_merge
6024,Ne_rho_z64,Ne_rho_z19,True,,left_only
6025,Ne_rho_z64,Ne_rho_z20,True,,left_only
6026,Ne_rho_z64,Ne_rho_z21,True,,left_only
6027,Ne_rho_z64,Ne_rho_z22,True,,left_only
6028,Ne_rho_z64,Ne_rho_z23,True,,left_only
6029,Ne_rho_z64,Ne_rho_z24,True,,left_only
6030,Ne_rho_z64,Ne_rho_z25,True,,left_only
6031,Ne_rho_z64,Ne_rho_z26,True,,left_only
6032,Ne_rho_z64,Ne_rho_z27,True,,left_only
6033,Ne_rho_z64,Ne_rho_z28,True,,left_only
6034,Ne_rho_z64,Ne_rho_z29,True,,left_only
6035,Ne_rho_z64,Ne_rho_z30,True,,left_only
6036,Ne_rho_z64,Ne_rho_z31,True,,left_only
6037,Ne_rho_z64,Ne_rho_z32,True,,left_only
6038,Ne_rho_z64,Ne_rho_z33,True,,left_only
6039,Ne_rho_z64,Ne_rho_z34,True,,left_only
6040,Ne_rho_z64,Ne_rho_z35,True,,left_only
6041,Ne_rho_z64,Ne_rho_z36,True,,left_only
6042,Ne_rho_z64,Ne_rho_z37,True,,left_only
6043,Ne_rho_z64,Ne_rho_z38,True,,left_only
6044,Ne_rho_z64,Ne_rho_z39,True,,left_only
6045,Ne_rho_z64,Ne_rho_z40,True,,left_only
6046,Ne_rho_z64,Ne_rho_z41,True,,left_only
6047,Ne_rho_z64,Ne_rho_z42,True,,left_only
6048,Ne_rho_z64,Ne_rho_z43,True,,left_only
6049,Ne_rho_z64,Ne_rho_z44,True,,left_only
6050,Ne_rho_z64,Ne_rho_z45,True,,left_only
6051,Ne_rho_z64,Ne_rho_z46,True,,left_only
6052,Ne_rho_z64,Ne_rho_z47,True,,left_only
6053,Ne_rho_z64,Ne_rho_z48,True,,left_only
6054,Ne_rho_z64,Ne_rho_z49,True,,left_only
6055,Ne_rho_z64,Ne_rho_z50,True,,left_only
6056,Ne_rho_z64,Ne_rho_z51,True,,left_only
6072,Ne_rho_z64,Te_rho_z15,True,,left_only
6073,Ne_rho_z64,Te_rho_z16,True,,left_only
6074,Ne_rho_z64,Te_rho_z17,True,,left_only
6075,Ne_rho_z64,Te_rho_z18,True,,left_only
6076,Ne_rho_z64,Te_rho_z19,True,,left_only
6077,Ne_rho_z64,Te_rho_z20,True,,left_only
6078,Ne_rho_z64,Te_rho_z21,True,,left_only
6079,Ne_rho_z64,Te_rho_z22,True,,left_only
6080,Ne_rho_z64,Te_rho_z23,True,,left_only
6081,Ne_rho_z64,Te_rho_z24,True,,left_only
6082,Ne_rho_z64,Te_rho_z25,True,,left_only
6083,Ne_rho_z64,Te_rho_z26,True,,left_only
6084,Ne_rho_z64,Te_rho_z27,True,,left_only
6085,Ne_rho_z64,Te_rho_z28,True,,left_only
6086,Ne_rho_z64,Te_rho_z29,True,,left_only
6087,Ne_rho_z64,Te_rho_z30,True,,left_only
6088,Ne_rho_z64,Te_rho_z31,True,,left_only
6089,Ne_rho_z64,Te_rho_z32,True,,left_only
6090,Ne_rho_z64,Te_rho_z33,True,,left_only
6091,Ne_rho_z64,Te_rho_z34,True,,left_only
6092,Ne_rho_z64,Te_rho_z35,True,,left_only
6093,Ne_rho_z64,Te_rho_z36,True,,left_only
6094,Ne_rho_z64,Te_rho_z37,True,,left_only
6095,Ne_rho_z64,Te_rho_z38,True,,left_only
6096,Ne_rho_z64,Te_rho_z39,True,,left_only
6097,Ne_rho_z64,Te_rho_z40,True,,left_only
6098,Ne_rho_z64,Te_rho_z41,True,,left_only
6099,Ne_rho_z64,Te_rho_z42,True,,left_only
6100,Ne_rho_z64,Te_rho_z43,True,,left_only
6101,Ne_rho_z64,Te_rho_z44,True,,left_only
6102,Ne_rho_z64,Te_rho_z45,True,,left_only
6103,Ne_rho_z64,Te_rho_z46,True,,left_only
6104,Ne_rho_z64,Te_rho_z47,True,,left_only
6105,Ne_rho_z64,Te_rho_z48,True,,left_only
6106,Ne_rho_z64,Te_rho_z49,True,,left_only
6107,Ne_rho_z64,Te_rho_z50,True,,left_only
6108,Ne_rho_z64,Te_rho_z51,True,,left_only
6109,Ne_rho_z64,Te_rho_z52,True,,left_only
6110,Ne_rho_z64,Te_rho_z53,True,,left_only
6111,Ne_rho_z64,Te_rho_z54,True,,left_only
6112,Ne_rho_z64,Te_rho_z55,True,,left_only
6125,Ne_rho_z65,Ne_rho_z13,True,,left_only
6126,Ne_rho_z65,Ne_rho_z14,True,,left_only
6127,Ne_rho_z65,Ne_rho_z15,True,,left_only
6128,Ne_rho_z65,Ne_rho_z16,True,,left_only
6129,Ne_rho_z65,Ne_rho_z17,True,,left_only
6130,Ne_rho_z65,Ne_rho_z18,True,,left_only
6131,Ne_rho_z65,Ne_rho_z19,True,,left_only
6132,Ne_rho_z65,Ne_rho_z20,True,,left_only
6133,Ne_rho_z65,Ne_rho_z21,True,,left_only
6134,Ne_rho_z65,Ne_rho_z22,True,,left_only
6135,Ne_rho_z65,Ne_rho_z23,True,,left_only
6136,Ne_rho_z65,Ne_rho_z24,True,,left_only
6137,Ne_rho_z65,Ne_rho_z25,True,,left_only
6138,Ne_rho_z65,Ne_rho_z26,True,,left_only
6139,Ne_rho_z65,Ne_rho_z27,True,,left_only
6140,Ne_rho_z65,Ne_rho_z28,True,,left_only
6141,Ne_rho_z65,Ne_rho_z29,True,,left_only
6142,Ne_rho_z65,Ne_rho_z30,True,,left_only
6143,Ne_rho_z65,Ne_rho_z31,True,,left_only
6144,Ne_rho_z65,Ne_rho_z32,True,,left_only
6145,Ne_rho_z65,Ne_rho_z33,True,,left_only
6146,Ne_rho_z65,Ne_rho_z34,True,,left_only
6147,Ne_rho_z65,Ne_rho_z35,True,,left_only
6148,Ne_rho_z65,Ne_rho_z36,True,,left_only
6149,Ne_rho_z65,Ne_rho_z37,True,,left_only
6150,Ne_rho_z65,Ne_rho_z38,True,,left_only
6151,Ne_rho_z65,Ne_rho_z39,True,,left_only
6152,Ne_rho_z65,Ne_rho_z40,True,,left_only
6153,Ne_rho_z65,Ne_rho_z41,True,,left_only
6154,Ne_rho_z65,Ne_rho_z42,True,,left_only
6155,Ne_rho_z65,Ne_rho_z43,True,,left_only
6156,Ne_rho_z65,Ne_rho_z44,True,,left_only
6157,Ne_rho_z65,Ne_rho_z45,True,,left_only
6158,Ne_rho_z65,Ne_rho_z46,True,,left_only
6159,Ne_rho_z65,Ne_rho_z47,True,,left_only
6160,Ne_rho_z65,Ne_rho_z48,True,,left_only
6161,Ne_rho_z65,Ne_rho_z49,True,,left_only
6162,Ne_rho_z65,Ne_rho_z50,True,,left_only
6163,Ne_rho_z65,Ne_rho_z51,True,,left_only
6164,Ne_rho_z65,Ne_rho_z52,True,,left_only
6179,Ne_rho_z65,Te_rho_z15,True,,left_only
6180,Ne_rho_z65,Te_rho_z16,True,,left_only
6181,Ne_rho_z65,Te_rho_z17,True,,left_only
6182,Ne_rho_z65,Te_rho_z18,True,,left_only
6183,Ne_rho_z65,Te_rho_z19,True,,left_only
6184,Ne_rho_z65,Te_rho_z20,True,,left_only
6185,Ne_rho_z65,Te_rho_z21,True,,left_only
6186,Ne_rho_z65,Te_rho_z22,True,,left_only
6187,Ne_rho_z65,Te_rho_z23,True,,left_only
6188,Ne_rho_z65,Te_rho_z24,True,,left_only
6189,Ne_rho_z65,Te_rho_z25,True,,left_only
6190,Ne_rho_z65,Te_rho_z26,True,,left_only
6191,Ne_rho_z65,Te_rho_z27,True,,left_only
6192,Ne_rho_z65,Te_rho_z28,True,,left_only
6193,Ne_rho_z65,Te_rho_z29,True,,left_only
6194,Ne_rho_z65,Te_rho_z30,True,,left_only
6195,Ne_rho_z65,Te_rho_z31,True,,left_only
6196,Ne_rho_z65,Te_rho_z32,True,,left_only
6197,Ne_rho_z65,Te_rho_z33,True,,left_only
6198,Ne_rho_z65,Te_rho_z34,True,,left_only
6199,Ne_rho_z65,Te_rho_z35,True,,left_only
6200,Ne_rho_z65,Te_rho_z36,True,,left_only
6201,Ne_rho_z65,Te_rho_z37,True,,left_only
6202,Ne_rho_z65,Te_rho_z38,True,,left_only
6203,Ne_rho_z65,Te_rho_z39,True,,left_only
6204,Ne_rho_z65,Te_rho_z40,True,,left_only
6205,Ne_rho_z65,Te_rho_z41,True,,left_only
6206,Ne_rho_z65,Te_rho_z42,True,,left_only
6207,Ne_rho_z65,Te_rho_z43,True,,left_only
6208,Ne_rho_z65,Te_rho_z44,True,,left_only
6209,Ne_rho_z65,Te_rho_z45,True,,left_only
6210,Ne_rho_z65,Te_rho_z46,True,,left_only
6211,Ne_rho_z65,Te_rho_z47,True,,left_only
6212,Ne_rho_z65,Te_rho_z48,True,,left_only
6213,Ne_rho_z65,Te_rho_z49,True,,left_only
6214,Ne_rho_z65,Te_rho_z50,True,,left_only
6215,Ne_rho_z65,Te_rho_z51,True,,left_only
6216,Ne_rho_z65,Te_rho_z52,True,,left_only
6217,Ne_rho_z65,Te_rho_z53,True,,left_only
6218,Ne_rho_z65,Te_rho_z54,True,,left_only
6219,Ne_rho_z65,Te_rho_z55,True,,left_only
6220,Ne_rho_z65,Te_rho_z56,True,,left_only
6221,Ne_rho_z65,Te_rho_z57,True,,left_only
6232,Ne_rho_z66,Ne_rho_z13,True,,left_only
6233,Ne_rho_z66,Ne_rho_z14,True,,left_only
6234,Ne_rho_z66,Ne_rho_z15,True,,left_only
6235,Ne_rho_z66,Ne_rho_z16,True,,left_only
6236,Ne_rho_z66,Ne_rho_z17,True,,left_only
6237,Ne_rho_z66,Ne_rho_z18,True,,left_only
6238,Ne_rho_z66,Ne_rho_z19,True,,left_only
6239,Ne_rho_z66,Ne_rho_z20,True,,left_only
6240,Ne_rho_z66,Ne_rho_z21,True,,left_only
6241,Ne_rho_z66,Ne_rho_z22,True,,left_only
6242,Ne_rho_z66,Ne_rho_z23,True,,left_only
6243,Ne_rho_z66,Ne_rho_z24,True,,left_only
6244,Ne_rho_z66,Ne_rho_z25,True,,left_only
6245,Ne_rho_z66,Ne_rho_z26,True,,left_only
6246,Ne_rho_z66,Ne_rho_z27,True,,left_only
6247,Ne_rho_z66,Ne_rho_z28,True,,left_only
6248,Ne_rho_z66,Ne_rho_z29,True,,left_only
6249,Ne_rho_z66,Ne_rho_z30,True,,left_only
6250,Ne_rho_z66,Ne_rho_z31,True,,left_only
6251,Ne_rho_z66,Ne_rho_z32,True,,left_only
6252,Ne_rho_z66,Ne_rho_z33,True,,left_only
6253,Ne_rho_z66,Ne_rho_z34,True,,left_only
6254,Ne_rho_z66,Ne_rho_z35,True,,left_only
6255,Ne_rho_z66,Ne_rho_z36,True,,left_only
6256,Ne_rho_z66,Ne_rho_z37,True,,left_only
6257,Ne_rho_z66,Ne_rho_z38,True,,left_only
6258,Ne_rho_z66,Ne_rho_z39,True,,left_only
6259,Ne_rho_z66,Ne_rho_z40,True,,left_only
6260,Ne_rho_z66,Ne_rho_z41,True,,left_only
6261,Ne_rho_z66,Ne_rho_z42,True,,left_only
6262,Ne_rho_z66,Ne_rho_z43,True,,left_only
6263,Ne_rho_z66,Ne_rho_z44,True,,left_only
6264,Ne_rho_z66,Ne_rho_z45,True,,left_only
6265,Ne_rho_z66,Ne_rho_z46,True,,left_only
6266,Ne_rho_z66,Ne_rho_z47,True,,left_only
6267,Ne_rho_z66,Ne_rho_z48,True,,left_only
6268,Ne_rho_z66,Ne_rho_z49,True,,left_only
6269,Ne_rho_z66,Ne_rho_z50,True,,left_only
6270,Ne_rho_z66,Ne_rho_z51,True,,left_only
6271,Ne_rho_z66,Ne_rho_z52,True,,left_only
6272,Ne_rho_z66,Ne_rho_z53,True,,left_only
6286,Ne_rho_z66,Te_rho_z15,True,,left_only
6287,Ne_rho_z66,Te_rho_z16,True,,left_only
6288,Ne_rho_z66,Te_rho_z17,True,,left_only
6289,Ne_rho_z66,Te_rho_z18,True,,left_only
6290,Ne_rho_z66,Te_rho_z19,True,,left_only
6291,Ne_rho_z66,Te_rho_z20,True,,left_only
6292,Ne_rho_z66,Te_rho_z21,True,,left_only
6293,Ne_rho_z66,Te_rho_z22,True,,left_only
6294,Ne_rho_z66,Te_rho_z23,True,,left_only
6295,Ne_rho_z66,Te_rho_z24,True,,left_only
6296,Ne_rho_z66,Te_rho_z25,True,,left_only
6297,Ne_rho_z66,Te_rho_z26,True,,left_only
6298,Ne_rho_z66,Te_rho_z27,True,,left_only
6299,Ne_rho_z66,Te_rho_z28,True,,left_only
6300,Ne_rho_z66,Te_rho_z29,True,,left_only
6301,Ne_rho_z66,Te_rho_z30,True,,left_only
6302,Ne_rho_z66,Te_rho_z31,True,,left_only
6303,Ne_rho_z66,Te_rho_z32,True,,left_only
6304,Ne_rho_z66,Te_rho_z33,True,,left_only
6305,Ne_rho_z66,Te_rho_z34,True,,left_only
6306,Ne_rho_z66,Te_rho_z35,True,,left_only
6307,Ne_rho_z66,Te_rho_z36,True,,left_only
6308,Ne_rho_z66,Te_rho_z37,True,,left_only
6309,Ne_rho_z66,Te_rho_z38,True,,left_only
6310,Ne_rho_z66,Te_rho_z39,True,,left_only
6311,Ne_rho_z66,Te_rho_z40,True,,left_only
6312,Ne_rho_z66,Te_rho_z41,True,,left_only
6313,Ne_rho_z66,Te_rho_z42,True,,left_only
6314,Ne_rho_z66,Te_rho_z43,True,,left_only
6315,Ne_rho_z66,Te_rho_z44,True,,left_only
6316,Ne_rho_z66,Te_rho_z45,True,,left_only
6317,Ne_rho_z66,Te_rho_z46,True,,left_only
6318,Ne_rho_z66,Te_rho_z47,True,,left_only
6319,Ne_rho_z66,Te_rho_z48,True,,left_only
6320,Ne_rho_z66,Te_rho_z49,True,,left_only
6321,Ne_rho_z66,Te_rho_z50,True,,left_only
6322,Ne_rho_z66,Te_rho_z51,True,,left_only
6323,Ne_rho_z66,Te_rho_z52,True,,left_only
6324,Ne_rho_z66,Te_rho_z53,True,,left_only
6325,Ne_rho_z66,Te_rho_z54,True,,left_only
6326,Ne_rho_z66,Te_rho_z55,True,,left_only
6327,Ne_rho_z66,Te_rho_z56,True,,left_only
6328,Ne_rho_z66,Te_rho_z57,True,,left_only
6329,Ne_rho_z66,Te_rho_z58,True,,left_only
6339,Ne_rho_z67,Ne_rho_z13,True,,left_only
6340,Ne_rho_z67,Ne_rho_z14,True,,left_only
6341,Ne_rho_z67,Ne_rho_z15,True,,left_only
6342,Ne_rho_z67,Ne_rho_z16,True,,left_only
6343,Ne_rho_z67,Ne_rho_z17,True,,left_only
6344,Ne_rho_z67,Ne_rho_z18,True,,left_only
6345,Ne_rho_z67,Ne_rho_z19,True,,left_only
6346,Ne_rho_z67,Ne_rho_z20,True,,left_only
6347,Ne_rho_z67,Ne_rho_z21,True,,left_only
6348,Ne_rho_z67,Ne_rho_z22,True,,left_only
6349,Ne_rho_z67,Ne_rho_z23,True,,left_only
6350,Ne_rho_z67,Ne_rho_z24,True,,left_only
6351,Ne_rho_z67,Ne_rho_z25,True,,left_only
6352,Ne_rho_z67,Ne_rho_z26,True,,left_only
6353,Ne_rho_z67,Ne_rho_z27,True,,left_only
6354,Ne_rho_z67,Ne_rho_z28,True,,left_only
6355,Ne_rho_z67,Ne_rho_z29,True,,left_only
6356,Ne_rho_z67,Ne_rho_z30,True,,left_only
6357,Ne_rho_z67,Ne_rho_z31,True,,left_only
6358,Ne_rho_z67,Ne_rho_z32,True,,left_only
6359,Ne_rho_z67,Ne_rho_z33,True,,left_only
6360,Ne_rho_z67,Ne_rho_z34,True,,left_only
6361,Ne_rho_z67,Ne_rho_z35,True,,left_only
6362,Ne_rho_z67,Ne_rho_z36,True,,left_only
6363,Ne_rho_z67,Ne_rho_z37,True,,left_only
6364,Ne_rho_z67,Ne_rho_z38,True,,left_only
6365,Ne_rho_z67,Ne_rho_z39,True,,left_only
6366,Ne_rho_z67,Ne_rho_z40,True,,left_only
6367,Ne_rho_z67,Ne_rho_z41,True,,left_only
6368,Ne_rho_z67,Ne_rho_z42,True,,left_only
6369,Ne_rho_z67,Ne_rho_z43,True,,left_only
6370,Ne_rho_z67,Ne_rho_z44,True,,left_only
6371,Ne_rho_z67,Ne_rho_z45,True,,left_only
6372,Ne_rho_z67,Ne_rho_z46,True,,left_only
6373,Ne_rho_z67,Ne_rho_z47,True,,left_only
6374,Ne_rho_z67,Ne_rho_z48,True,,left_only
6375,Ne_rho_z67,Ne_rho_z49,True,,left_only
6376,Ne_rho_z67,Ne_rho_z50,True,,left_only
6377,Ne_rho_z67,Ne_rho_z51,True,,left_only
6378,Ne_rho_z67,Ne_rho_z52,True,,left_only
6379,Ne_rho_z67,Ne_rho_z53,True,,left_only
6380,Ne_rho_z67,Ne_rho_z54,True,,left_only
6381,Ne_rho_z67,Ne_rho_z55,True,,left_only
6393,Ne_rho_z67,Te_rho_z15,True,,left_only
6394,Ne_rho_z67,Te_rho_z16,True,,left_only
6395,Ne_rho_z67,Te_rho_z17,True,,left_only
6396,Ne_rho_z67,Te_rho_z18,True,,left_only
6397,Ne_rho_z67,Te_rho_z19,True,,left_only
6398,Ne_rho_z67,Te_rho_z20,True,,left_only
6399,Ne_rho_z67,Te_rho_z21,True,,left_only
6400,Ne_rho_z67,Te_rho_z22,True,,left_only
6401,Ne_rho_z67,Te_rho_z23,True,,left_only
6402,Ne_rho_z67,Te_rho_z24,True,,left_only
6403,Ne_rho_z67,Te_rho_z25,True,,left_only
6404,Ne_rho_z67,Te_rho_z26,True,,left_only
6405,Ne_rho_z67,Te_rho_z27,True,,left_only
6406,Ne_rho_z67,Te_rho_z28,True,,left_only
6407,Ne_rho_z67,Te_rho_z29,True,,left_only
6408,Ne_rho_z67,Te_rho_z30,True,,left_only
6409,Ne_rho_z67,Te_rho_z31,True,,left_only
6410,Ne_rho_z67,Te_rho_z32,True,,left_only
6411,Ne_rho_z67,Te_rho_z33,True,,left_only
6412,Ne_rho_z67,Te_rho_z34,True,,left_only
6413,Ne_rho_z67,Te_rho_z35,True,,left_only
6414,Ne_rho_z67,Te_rho_z36,True,,left_only
6415,Ne_rho_z67,Te_rho_z37,True,,left_only
6416,Ne_rho_z67,Te_rho_z38,True,,left_only
6417,Ne_rho_z67,Te_rho_z39,True,,left_only
6418,Ne_rho_z67,Te_rho_z40,True,,left_only
6419,Ne_rho_z67,Te_rho_z41,True,,left_only
6420,Ne_rho_z67,Te_rho_z42,True,,left_only
6421,Ne_rho_z67,Te_rho_z43,True,,left_only
6422,Ne_rho_z67,Te_rho_z44,True,,left_only
6423,Ne_rho_z67,Te_rho_z45,True,,left_only
6424,Ne_rho_z67,Te_rho_z46,True,,left_only
6425,Ne_rho_z67,Te_rho_z47,True,,left_only
6426,Ne_rho_z67,Te_rho_z48,True,,left_only
6427,Ne_rho_z67,Te_rho_z49,True,,left_only
6428,Ne_rho_z67,Te_rho_z50,True,,left_only
6429,Ne_rho_z67,Te_rho_z51,True,,left_only
6430,Ne_rho_z67,Te_rho_z52,True,,left_only
6431,Ne_rho_z67,Te_rho_z53,True,,left_only
6432,Ne_rho_z67,Te_rho_z54,True,,left_only
6433,Ne_rho_z67,Te_rho_z55,True,,left_only
6434,Ne_rho_z67,Te_rho_z56,True,,left_only
6435,Ne_rho_z67,Te_rho_z57,True,,left_only
6436,Ne_rho_z67,Te_rho_z58,True,,left_only
6437,Ne_rho_z67,Te_rho_z59,True,,left_only
6950,Te_rho_z14,Ne_rho_z13,True,,left_only
6951,Te_rho_z14,Ne_rho_z14,True,,left_only
6952,Te_rho_z14,Ne_rho_z21,True,,left_only
6953,Te_rho_z14,Ne_rho_z22,True,,left_only
6954,Te_rho_z14,Ne_rho_z23,True,,left_only
6985,Te_rho_z14,Ne_rho_z54,True,,left_only
6986,Te_rho_z14,Ne_rho_z55,True,,left_only
6987,Te_rho_z14,Ne_rho_z56,True,,left_only
6988,Te_rho_z14,Ne_rho_z57,True,,left_only
6989,Te_rho_z14,Ne_rho_z58,True,,left_only
6990,Te_rho_z14,Ne_rho_z59,True,,left_only
6991,Te_rho_z14,Ne_rho_z60,True,,left_only
6992,Te_rho_z14,Ne_rho_z61,True,,left_only
7046,Te_rho_z14,Te_rho_z57,True,,left_only
7047,Te_rho_z14,Te_rho_z58,True,,left_only
7048,Te_rho_z14,Te_rho_z59,True,,left_only
7050,Te_rho_z14,Te_rho_z60,True,,left_only
7051,Te_rho_z14,Te_rho_z61,True,,left_only
7052,Te_rho_z14,Te_rho_z62,True,,left_only
7053,Te_rho_z14,Te_rho_z63,True,,left_only
7054,Te_rho_z14,Te_rho_z64,True,,left_only
7055,Te_rho_z14,Te_rho_z65,True,,left_only
7056,Te_rho_z14,Te_rho_z66,True,,left_only
7057,Te_rho_z14,Te_rho_z67,True,,left_only
7066,Te_rho_z15,Ne_rho_z14,True,,left_only
7067,Te_rho_z15,Ne_rho_z17,True,,left_only
7068,Te_rho_z15,Ne_rho_z18,True,,left_only
7069,Te_rho_z15,Ne_rho_z19,True,,left_only
7070,Te_rho_z15,Ne_rho_z20,True,,left_only
7071,Te_rho_z15,Ne_rho_z21,True,,left_only
7072,Te_rho_z15,Ne_rho_z22,True,,left_only
7073,Te_rho_z15,Ne_rho_z23,True,,left_only
7105,Te_rho_z15,Ne_rho_z55,True,,left_only
7106,Te_rho_z15,Ne_rho_z56,True,,left_only
7107,Te_rho_z15,Ne_rho_z57,True,,left_only
7108,Te_rho_z15,Ne_rho_z58,True,,left_only
7109,Te_rho_z15,Ne_rho_z59,True,,left_only
7110,Te_rho_z15,Ne_rho_z60,True,,left_only
7111,Te_rho_z15,Ne_rho_z61,True,,left_only
7112,Te_rho_z15,Ne_rho_z62,True,,left_only
7113,Te_rho_z15,Ne_rho_z63,True,,left_only
7114,Te_rho_z15,Ne_rho_z64,True,,left_only
7115,Te_rho_z15,Ne_rho_z65,True,,left_only
7116,Te_rho_z15,Ne_rho_z66,True,,left_only
7117,Te_rho_z15,Ne_rho_z67,True,,left_only
7172,Te_rho_z15,Te_rho_z58,True,,left_only
7173,Te_rho_z15,Te_rho_z59,True,,left_only
7175,Te_rho_z15,Te_rho_z60,True,,left_only
7176,Te_rho_z15,Te_rho_z61,True,,left_only
7177,Te_rho_z15,Te_rho_z62,True,,left_only
7178,Te_rho_z15,Te_rho_z63,True,,left_only
7179,Te_rho_z15,Te_rho_z64,True,,left_only
7180,Te_rho_z15,Te_rho_z65,True,,left_only
7181,Te_rho_z15,Te_rho_z66,True,,left_only
7182,Te_rho_z15,Te_rho_z67,True,,left_only
7191,Te_rho_z16,Ne_rho_z17,True,,left_only
7192,Te_rho_z16,Ne_rho_z18,True,,left_only
7193,Te_rho_z16,Ne_rho_z19,True,,left_only
7194,Te_rho_z16,Ne_rho_z20,True,,left_only
7195,Te_rho_z16,Ne_rho_z21,True,,left_only
7196,Te_rho_z16,Ne_rho_z22,True,,left_only
7197,Te_rho_z16,Ne_rho_z23,True,,left_only
7229,Te_rho_z16,Ne_rho_z55,True,,left_only
7230,Te_rho_z16,Ne_rho_z56,True,,left_only
7231,Te_rho_z16,Ne_rho_z57,True,,left_only
7232,Te_rho_z16,Ne_rho_z58,True,,left_only
7233,Te_rho_z16,Ne_rho_z59,True,,left_only
7234,Te_rho_z16,Ne_rho_z60,True,,left_only
7235,Te_rho_z16,Ne_rho_z61,True,,left_only
7236,Te_rho_z16,Ne_rho_z62,True,,left_only
7237,Te_rho_z16,Ne_rho_z63,True,,left_only
7238,Te_rho_z16,Ne_rho_z64,True,,left_only
7239,Te_rho_z16,Ne_rho_z65,True,,left_only
7240,Te_rho_z16,Ne_rho_z66,True,,left_only
7241,Te_rho_z16,Ne_rho_z67,True,,left_only
7296,Te_rho_z16,Te_rho_z58,True,,left_only
7297,Te_rho_z16,Te_rho_z59,True,,left_only
7299,Te_rho_z16,Te_rho_z60,True,,left_only
7300,Te_rho_z16,Te_rho_z61,True,,left_only
7301,Te_rho_z16,Te_rho_z62,True,,left_only
7302,Te_rho_z16,Te_rho_z63,True,,left_only
7303,Te_rho_z16,Te_rho_z64,True,,left_only
7304,Te_rho_z16,Te_rho_z65,True,,left_only
7305,Te_rho_z16,Te_rho_z66,True,,left_only
7306,Te_rho_z16,Te_rho_z67,True,,left_only
7315,Te_rho_z17,Ne_rho_z17,True,,left_only
7316,Te_rho_z17,Ne_rho_z18,True,,left_only
7317,Te_rho_z17,Ne_rho_z19,True,,left_only
7318,Te_rho_z17,Ne_rho_z20,True,,left_only
7319,Te_rho_z17,Ne_rho_z21,True,,left_only
7320,Te_rho_z17,Ne_rho_z22,True,,left_only
7321,Te_rho_z17,Ne_rho_z23,True,,left_only
7353,Te_rho_z17,Ne_rho_z55,True,,left_only
7354,Te_rho_z17,Ne_rho_z56,True,,left_only
7355,Te_rho_z17,Ne_rho_z57,True,,left_only
7356,Te_rho_z17,Ne_rho_z58,True,,left_only
7357,Te_rho_z17,Ne_rho_z59,True,,left_only
7358,Te_rho_z17,Ne_rho_z60,True,,left_only
7359,Te_rho_z17,Ne_rho_z61,True,,left_only
7360,Te_rho_z17,Ne_rho_z62,True,,left_only
7361,Te_rho_z17,Ne_rho_z63,True,,left_only
7362,Te_rho_z17,Ne_rho_z64,True,,left_only
7363,Te_rho_z17,Ne_rho_z65,True,,left_only
7364,Te_rho_z17,Ne_rho_z66,True,,left_only
7365,Te_rho_z17,Ne_rho_z67,True,,left_only
7421,Te_rho_z17,Te_rho_z59,True,,left_only
7423,Te_rho_z17,Te_rho_z60,True,,left_only
7424,Te_rho_z17,Te_rho_z61,True,,left_only
7425,Te_rho_z17,Te_rho_z62,True,,left_only
7426,Te_rho_z17,Te_rho_z63,True,,left_only
7427,Te_rho_z17,Te_rho_z64,True,,left_only
7428,Te_rho_z17,Te_rho_z65,True,,left_only
7429,Te_rho_z17,Te_rho_z66,True,,left_only
7430,Te_rho_z17,Te_rho_z67,True,,left_only
7439,Te_rho_z18,Ne_rho_z17,True,,left_only
7440,Te_rho_z18,Ne_rho_z18,True,,left_only
7441,Te_rho_z18,Ne_rho_z19,True,,left_only
7442,Te_rho_z18,Ne_rho_z20,True,,left_only
7443,Te_rho_z18,Ne_rho_z21,True,,left_only
7444,Te_rho_z18,Ne_rho_z22,True,,left_only
7445,Te_rho_z18,Ne_rho_z23,True,,left_only
7446,Te_rho_z18,Ne_rho_z24,True,,left_only
7478,Te_rho_z18,Ne_rho_z56,True,,left_only
7479,Te_rho_z18,Ne_rho_z57,True,,left_only
7480,Te_rho_z18,Ne_rho_z58,True,,left_only
7481,Te_rho_z18,Ne_rho_z59,True,,left_only
7482,Te_rho_z18,Ne_rho_z60,True,,left_only
7483,Te_rho_z18,Ne_rho_z61,True,,left_only
7484,Te_rho_z18,Ne_rho_z62,True,,left_only
7485,Te_rho_z18,Ne_rho_z63,True,,left_only
7486,Te_rho_z18,Ne_rho_z64,True,,left_only
7487,Te_rho_z18,Ne_rho_z65,True,,left_only
7488,Te_rho_z18,Ne_rho_z66,True,,left_only
7489,Te_rho_z18,Ne_rho_z67,True,,left_only
7544,Te_rho_z18,Te_rho_z59,True,,left_only
7546,Te_rho_z18,Te_rho_z60,True,,left_only
7547,Te_rho_z18,Te_rho_z61,True,,left_only
7548,Te_rho_z18,Te_rho_z62,True,,left_only
7549,Te_rho_z18,Te_rho_z63,True,,left_only
7550,Te_rho_z18,Te_rho_z64,True,,left_only
7551,Te_rho_z18,Te_rho_z65,True,,left_only
7552,Te_rho_z18,Te_rho_z66,True,,left_only
7553,Te_rho_z18,Te_rho_z67,True,,left_only
7562,Te_rho_z19,Ne_rho_z17,True,,left_only
7563,Te_rho_z19,Ne_rho_z18,True,,left_only
7564,Te_rho_z19,Ne_rho_z19,True,,left_only
7565,Te_rho_z19,Ne_rho_z20,True,,left_only
7566,Te_rho_z19,Ne_rho_z21,True,,left_only
